id;f_0;f_1;f_2;f_3;f_4;f_5;f_6;f_7;f_8;f_9
37ab39257f644171a266450bcd3fb706;I;0.13;0.1;300.0;0.013;0.0045;0.003;0.004;SHORT;0.6500450000000001
f4db936525644cb597a51d78fbd7540c;M;0.4;0.305;850.0000000000001;0.297;0.108;0.0705;0.1;SHORT;2.02485125
b9bed83200574de18814591f71a3322c;I;0.375;0.28;800.0;0.2235;0.115;0.043;0.055;SHORT;1.884245
35594474719b45c3973b4799f9d4e58a;M;0.565;0.44;1150.0;0.9185;0.404;0.1785;0.29;SHORT;2.3874489999999997
8d53e51768144fc98c7c12eba4c7f8d6;M;0.48;0.365;1200.0;0.6015;0.312;0.117;0.14;SHORT;1.974756
0af78c9850c14ec493066fd64dfc86e7;I;0.535;0.4;1300.0;0.657;0.2835;0.162;0.175;SHORT;2.2449760000000003
e10af63c3e9d4aaa9ca70a400fe67911;M;0.325;0.23;900.0;0.147;0.06;0.034;0.045;SHORT;1.304624
a1520295d6214e8c8d501de72743b055;I;0.255;0.185;600.0;0.0925;0.039;0.021;0.025;SHORT;1.0217640000000001
7f4898b9eebc4dcfb567dd2ea6d8d89b;M;0.52;0.385;1650.0;0.791;0.375;0.18;0.1815;SHORT;2.762
ab7e8f25d86c4cdc8ddcba5861fef8a5;F;0.515;0.4;1150.0;0.578;0.191;0.1445;0.17;SHORT;1.6076407500000003
49c738e433904a84844aed665369a8be;I;0.325;0.25;800.0;0.1735;0.0765;0.0345;0.049;SHORT;1.63095125
2af580ea9337422bbc0d4dbe13956e51;M;0.665;0.52;1750.0;1.25;0.606;0.32;0.395;SHORT;3.0696000000000003
2d4d905015c946c5acee070236022624;I;0.37;0.275;850.0000000000001;0.2045;0.096;0.056;0.08;SHORT;0.746272
d8f0a904151f42ada883d043aa27584c;I;0.37;0.29;1000.0;0.25;0.1025;0.0505;0.085;SHORT;1.11765075
dc85ede517754372b9e1cd2e98422497;M;0.595;0.475;1700.0000000000002;1.0965;0.419;0.229;0.35;SHORT;2.5897639999999997
cec3ecec3a2145e28b0e3d754299117a;M;0.66;0.515;1550.0;1.15;0.7055;0.3555;0.335;SHORT;3.93190125
82bb35a00ede46b6aaaead46e50a4c2f;I;0.53;0.415;1300.0;0.694;0.3905;0.111;0.167;SHORT;1.6269630000000002
da05ad22721144a2953e04ed8ce6bc91;M;0.565;0.465;1500.0;1.1285;0.377;0.3525;0.33;SHORT;2.06776875
a50c40440cd041e09364b8f3ee02ceb3;M;0.2;0.14;550.0;0.035;0.0145;0.008;0.01;SHORT;0.40012800000000004
55513e6168cc4ce18ed470a835bcaafe;F;0.64;0.505;1650.0;1.35;0.5215;0.2695;0.36;SHORT;1.4252605
2476d32dfa084745bbcb5a4487316b87;M;0.56;0.435;1800.0;0.889;0.36;0.204;0.25;SHORT;1.8048480000000002
adaed64a25a64fa49b200a835360753d;I;0.575;0.445;1600.0;0.9175;0.45;0.1935;0.24;SHORT;1.83732675
1e7ac744e3154dddbbc62303d9d59633;F;0.635;0.5;1900.0;1.29;0.593;0.3045;0.352;SHORT;2.910881
00a42e5e3b204b8d9c4a3008de98679f;M;0.615;0.475;1700.0000000000002;1.129;0.4795;0.302;0.3;SHORT;2.8248159999999998
7c4c031bcbc946d2a2652944c2cd5ffe;F;0.5;0.395;1500.0;0.7145;0.3235;0.173;0.195;SHORT;2.649645
75080f318dc14d8184693147bacf1e96;M;0.58;0.455;1500.0;1.012;0.4985;0.2115;0.2835;SHORT;2.498929
2032b06f1a5543b8a17cb599af5c2edb;I;0.225;0.16;450.0;0.0465;0.025;0.015;0.015;SHORT;0.9009
cfcf55a13d4947f593e1afdfbe7156ce;M;0.6;0.45;1600.0;1.142;0.539;0.225;0.307;SHORT;1.951875
8e4de186ffe04169af7253d01a93889c;I;0.385;0.29;900.0;0.2615;0.111;0.0595;0.0745;SHORT;0.7770805000000001
798c35dc23df4d5e92773b96bef663e9;I;0.32;0.24;900.0;0.1575;0.07;0.0265;0.0425;SHORT;0.96210675
cd6b52f3c587459ea36c731afe7b517e;F;0.62;0.5;1750.0;1.107;0.4895;0.24;0.343;SHORT;2.0328
0c93a554bcc9458fbb08d3989e099132;F;0.585;0.435;1750.0;0.982;0.4055;0.2495;0.27;SHORT;1.9417507499999997
cb117bb3346d4eddaa0cda993a1cad54;M;0.715;0.55;1750.0;1.825;0.938;0.3805;0.44;TALL;1.7195605
b1100dfd05854ffdaaa1ced04dbb221c;I;0.35;0.26;850.0000000000001;0.174;0.0705;0.0345;0.06;SHORT;1.404761
8ad674b6c45c4fb7ad9abd17d17bbf5d;F;0.58;0.46;1850.0;1.017;0.3515;0.2;0.32;SHORT;1.8599999999999999
2ce602cd5151471fa2b284e6f402709e;I;0.39;0.315;900.0;0.3095;0.147;0.05;0.09;SHORT;1.1775
90e6d5a5240e43f09a45b351bd82a3ec;M;0.58;0.47;1650.0;1.041;0.54;0.166;0.279;SHORT;1.822668
f413bd0e28eb4198b22022969f7da69a;M;0.64;0.5;1700.0000000000002;1.45;0.642;0.3575;0.354;SHORT;3.83903125
d08fedd9d7df44cc8663bf00b272c678;F;0.625;0.5;1500.0;0.953;0.3445;0.2235;0.305;SHORT;1.3499045
cfd162a369a1458481bce9182c115eed;M;0.45;0.345;1050.0;0.4115;0.18;0.1125;0.135;SHORT;1.850625
75103edc82234580943ff78687cf26ad;M;0.555;0.425;1500.0;0.873;0.4625;0.1845;0.1965;SHORT;2.356161
c83f7fb68fef49e38dfdb3d21d5fd034;I;0.455;0.35;1350.0;0.5365;0.2855;0.0855;0.1325;SHORT;1.38693075
e30cd3e7975246389c2abbfe37e197bc;F;0.655;0.51;1550.0;1.95;0.5345;0.2855;0.41;SHORT;1.4730205
db18dfbc8dd14324b0fea0e8e2741424;F;0.655;0.51;1600.0;1.092;0.396;0.2825;0.37;SHORT;2.939225
7c8ec88d914d43a89cfcec242e3a0f8d;I;0.415;0.31;900.0;0.2815;0.1245;0.0615;0.085;SHORT;2.0939112499999997
abf13fde2ea640109a4bdbe27a9a6f5f;F;0.65;0.49;1550.0;1.122;0.545;0.228;0.3055;SHORT;2.1059520000000003
02c9f92e340b41238647fb682a1a7d85;M;0.49;0.395;1200.0;0.674;0.3325;0.1235;0.185;SHORT;2.021009
b369420219104a4c905198962212d498;I;0.51;0.455;1350.0;0.6855;0.2875;0.154;0.2035;SHORT;1.067432
f091c50e817145d985431cb3c69eb8f9;M;0.37;0.285;1000.0;0.228;0.0675;0.0675;0.081;SHORT;0.7491125
c0cb68be837f4c8f8096b0a503eda5d8;F;0.655;0.525;1750.0;1.348;0.5855;0.2605;0.394;SHORT;3.6143012500000005
04d815b7ee1c405ab9ef0b45edda0faa;F;0.665;0.51;1750.0;1.05;0.675;0.2985;0.325;SHORT;3.77051125
08e92e22c89d490caf989d7ca2c9b855;F;0.655;0.52;1900.0;1.45;0.6;0.3865;0.383;SHORT;1.6087645
6996c71c39d34f22b3b8698ea8151ed4;I;0.505;0.39;1850.0;0.6125;0.267;0.142;0.172;SHORT;1.050328
ed0381f9689843eaad5ec0905716120d;M;0.615;0.505;1650.0;1.167;0.4895;0.2955;0.345;SHORT;2.809281
7201253afe504a4bb670bd9338405bce;I;0.57;0.435;1700.0000000000002;0.848;0.4;0.166;0.25;SHORT;2.390224
74f1e748f4ea4a29bb610188567073ed;I;0.48;0.37;1250.0;0.5435;0.244;0.101;0.165;SHORT;2.451005
41dbdfa93cf548d2a7cc26d03f76982c;I;0.495;0.375;1400.0000000000002;0.494;0.181;0.0975;0.191;SHORT;2.52253125
30126e6fcc1f41ec9c258e4f028fdd2a;I;0.34;0.25;750.0;0.1785;0.0665;0.0455;0.045;SHORT;1.71035125
3932b7a1a7f5458197b2a88f043d70f9;I;0.525;0.4;1250.0;0.6965;0.369;0.1385;0.164;SHORT;2.176729
3b9d1fee7e41479ab3ec71abf12bcfc6;I;0.555;0.45;1750.0;0.738;0.304;0.1755;0.22;SHORT;2.343201
ed923f7f98fa4034b9ea1c0ff549038e;F;0.465;;1200.0;0.4765;0.192;0.1125;0.16;SHORT;2.38828125
c5d20e3bbc2d4511ae4bb3b4c4c5c365;M;0.635;0.51;2100.0;1.598;0.6535;0.2835;0.58;TALL;3.5768612500000003
ba5d8f80af1d40458b4e20c95f0ed8f6;F;0.55;0.435;1400.0000000000002;0.745;0.347;0.174;0.2265;SHORT;2.321104
72c42abaa83244babe87c2db2e5d150a;M;0.51;0.415;1450.0;0.751;0.3295;0.1835;0.203;SHORT;1.0873445
0a7d41bfa4794a3b9407b6e3ef99bde5;I;0.24;0.175;550.0;0.0705;0.025;0.014;0.021;SHORT;0.960784
b3350dba01f44238aa8134ad416eed53;M;0.665;0.525;1600.0;1.363;0.629;0.279;0.34;SHORT;2.9713640000000003
70365af996424e3480d3c76d58521324;M;0.585;0.455;1500.0;0.906;0.4095;0.23;0.2335;SHORT;1.2757999999999998
d50abdc079c04b1d90e74733605f8f73;F;0.585;0.455;1300.0;0.8755;0.411;0.2065;0.225;SHORT;1.2552845
df57e6b2a3454cf6996d3b315af78ba0;F;0.56;0.435;1850.0;1.106;0.422;0.2435;0.33;SHORT;1.2385845000000002
fefc87a56d1e492cb8a659e8940435a2;M;0.475;0.355;1200.0;0.48;0.234;0.1015;0.135;SHORT;0.9706045
3fc74bfca16141b195eaccf127163648;F;0.555;0.425;1400.0000000000002;0.963;0.44;0.224;0.24;SHORT;2.420704
86ec40aea3064f1ba045bc1c2cb24527;I;0.405;;900.0;0.2645;0.1265;0.0505;0.075;SHORT;0.8151005
9e42ee9444c945f7b8c5d4edc9b90f65;M;0.63;0.525;1950.0;1.35;0.4935;0.2565;0.465;SHORT;3.4789612500000002
6ccac25d2c8f428fb9a230118726c881;I;0.335;0.25;750.0;0.1825;0.0705;0.044;0.055;SHORT;1.347744
a11699f78f284a4c903c1f978da8eca1;I;0.55;0.415;1450.0;0.7815;0.373;0.16;0.2215;SHORT;2.24
939f685ba2414412a3f013be57fb4a32;I;0.17;0.125;550.0;0.0235;0.009;0.0055;0.008;SHORT;0.8501512500000001
665ba7b9434149618b305506ba2d74e1;I;0.39;0.3;900.0;0.252;0.1065;0.053;0.08;SHORT;0.785618
fe999c3e60de4848a3d3067c3426c64f;I;0.335;0.25;950.0;0.185;0.0795;0.0495;0.055;SHORT;0.6749005
32fe86f8e3d0487a8e3c296677b5a0d3;F;0.675;0.53;1750.0;1.65;0.6775;0.33;0.389;SHORT;2.17
f5ea1228fec94dadb4c6e21c62f550d2;F;0.635;0.485;1650.0;1.95;0.5635;0.3065;0.3395;SHORT;2.18682675
6047489e7cbe458a96e7ab12e750a43c;M;0.385;0.3;950.0;0.24;0.0885;0.059;0.085;SHORT;0.776962
048b9bc3ece34c3e8c42b00069f319c5;I;0.565;0.43;1350.0;0.8545;0.321;0.1775;0.275;SHORT;1.7895187499999996
5adc74b84d014890ba7c5bd08106e43d;F;0.62;0.47;1400.0000000000002;1.0325;0.3605;0.224;0.36;SHORT;2.010528
b19444fc5e454b8ebb07367def170b49;F;0.595;0.465;1450.0;0.7955;0.3425;0.1795;0.2425;SHORT;1.8816607499999998
102d01512dff4a948b6c992664b540f5;I;0.19;0.13;300.0;0.0295;0.0155;0.015;0.01;SHORT;0.38045
cc836ae057b44baaab74d1725db1aeb4;I;0.575;0.43;1300.0;0.7425;0.2895;0.2005;0.22;SHORT;3.07600125
4cde7fdd849b4fa7a9976aaa1fa91592;M;0.59;0.44;1350.0;0.966;0.439;0.2145;0.2605;SHORT;3.18005125
07b2988f370b49b491aab843e05fe3cf;F;0.625;0.495;1600.0;1.234;0.6335;0.192;0.35;SHORT;2.647456
eea984fdd8cd45eea97fab0c075a6bab;M;0.485;0.37;1400.0000000000002;0.5725;0.204;0.1415;0.175;SHORT;1.51506675
a7585b51ce9043b1ae4067d0aa5608ea;M;0.57;;1300.0;0.88;0.4275;0.1955;0.238;SHORT;1.8246607499999996
f9180b35d72944b4967672e548c9dd7f;F;0.645;0.485;1500.0;1.151;0.5935;0.2315;0.293;SHORT;1.3971845
b665c879980b4ff695e3942c941429b5;F;0.46;0.375;1200.0;0.4605;0.1775;0.11;0.15;SHORT;1.4163000000000001
4757b8d5c4c84473832051a96a96b1ec;I;0.31;0.235;700.0000000000001;0.151;0.063;0.0405;0.045;SHORT;1.246561
899f7ec684714851b420c434c8bd70fa;F;0.45;0.38;1650.0;0.8165;0.25;0.1915;0.265;SHORT;2.43336125
cf55e91ae8b9459cb0564d24680b7565;M;0.685;0.51;1650.0;1.545;0.686;0.3775;0.4055;TALL;3.3100250000000004
33aea783c9e8434b808d1c4feb63f511;M;0.295;0.225;900.0;0.1385;0.048;0.046;0.05;SHORT;0.594232
457b7453c2d347b89db9780147590ede;M;0.33;0.235;900.0;0.163;0.0615;0.034;0.055;SHORT;0.662312
e7da79b84d584603b331da817d900b4a;M;0.69;0.55;2000.0;1.65;0.732;0.472;0.57;TALL;1.8255679999999999
3b1ecc687fc54b2caed28938dba51318;F;0.625;0.475;1750.0;1.1435;0.4755;0.2475;0.349;SHORT;2.05876875
f80f53b7fc2a4392a8b6abfcbc9a3aea;M;0.575;0.4;1550.0;0.9325;0.3605;0.2445;0.3;SHORT;3.1739012499999997
8f93c0e002034ea4868940724ff41565;M;0.53;0.435;1550.0;0.699;0.288;0.1595;0.205;SHORT;1.6663207500000001
0b0798f65cfc4aa2b63fea1573bf62a4;F;0.57;;1700.0000000000002;1.098;0.414;0.187;0.405;SHORT;3.024845
a8cf89a158684ee594ee181518860089;M;0.615;;1450.0;1.0285;0.4435;0.2825;0.285;SHORT;2.0844187499999998
55e4e5779d214018b4e2bb16daab50cc;M;0.41;0.325;1200.0;0.3745;0.158;0.081;0.125;SHORT;2.0828049999999996
67f6a722e8b94dbc8c4e10f862e24add;M;0.685;0.53;1700.0000000000002;1.56;0.647;0.383;0.465;TALL;1.6633780000000002
91d4bcba14f04916ad2f9e689e5e0c47;;0.585;0.46;1650.0;1.1135;0.5825;0.2345;0.274;SHORT;3.19995125
a9a0ce19d8cc4fefba0b27c1de5c1b1a;M;0.695;0.53;2100.0;1.51;0.664;0.4095;0.385;TALL;4.31345125
a181baa766f24b7caf3f8a13ff82e899;M;0.475;0.37;1250.0;0.649;0.347;0.136;0.142;SHORT;0.986992
7612eb56ab74457abf56e8cac48b8b23;I;0.34;0.25;900.0;0.179;0.0775;0.033;0.055;SHORT;0.6821780000000001
1e675ccb3d3a46e381293b84ad611fd7;F;0.555;0.43;1350.0;0.812;0.4055;0.163;0.2215;SHORT;1.744707
309b77164cbe421a894d3f2badd06450;M;0.59;0.45;1600.0;0.998;0.445;0.214;0.301;SHORT;1.2715919999999998
12065bd0cdcd450d9054167409dcce3d;F;0.61;0.48;1600.0;1.234;0.598;0.238;0.315;SHORT;1.999932
a29516cf530643b29a593a1fe90f9a5e;I;0.2;0.15;400.0;0.046;0.021;0.007;0.0065;SHORT;1.000245
f9672e659cf04d209fc2b60878700261;I;0.325;0.25;700.0000000000001;0.1745;0.0875;0.0355;0.04;SHORT;1.3050410000000001
473ed4ef40f94847aa538b3266bee9cc;F;0.585;0.465;1700.0000000000002;0.9915;0.3865;0.224;0.265;SHORT;3.17588
cb8e75ffe5054b469302dae03b998151;I;0.325;0.24;750.0;0.187;0.0825;0.0445;0.05;SHORT;0.98094075
177032166bcd41319a2873de7f274659;M;0.26;0.19;750.0;0.0945;0.0445;0.02;0.03;SHORT;1.0416
8bc98910bda848d89e6a5ee64a735341;M;0.505;0.405;1100.0;0.625;0.305;0.16;0.175;SHORT;1.5917999999999999
e1954c0dce464fdbae4cba929002ba30;M;0.585;0.46;1500.0;1.206;0.581;0.216;0.323;SHORT;3.15828
33a889c8e98d414fab426986cadfb500;F;0.69;0.545;2050.0;1.933;0.7855;0.429;0.498;TALL;3.496164
7a0b4e4c17f545ea8a941e8ad66f239e;F;0.64;0.475;1900.0;1.151;0.4365;0.281;0.3805;SHORT;3.5948050000000005
86366155fe964a72a07eec2454832713;M;0.67;0.51;1800.0;1.68;0.926;0.2975;0.3935;TALL;3.034025
e7041c7e146e4b05a7dfa2ae120eea25;I;0.315;0.23;900.0;0.1285;0.043;0.04;0.04;SHORT;0.9498
d229c586a1414f139c20d950d2b1cdaf;F;0.29;0.225;750.0;0.14;0.0515;0.0235;0.04;SHORT;1.4527612499999998
0d45c22ec20e41b2aaf24b80235dacc5;I;0.57;;1450.0;0.7405;0.306;0.172;0.1825;SHORT;2.3983359999999996
4a48e0680e4941bbae9df0c01dd9be4d;F;0.52;0.405;1450.0;0.829;0.3535;0.1685;0.205;SHORT;1.0967845
83ea4fcf7067473b950f78d54a22dbf7;M;0.495;0.375;1150.0;0.6245;0.282;0.143;0.155;SHORT;2.5772450000000005
aa56df971e95491aa2250192631bb19f;M;0.5;0.42;1350.0;0.6765;0.302;0.1415;0.2065;SHORT;2.6001112500000003
c099c19e80204c87a88db92ba4163095;I;0.415;0.32;1100.0;0.3735;0.175;0.0755;0.109;SHORT;1.682801
a7a7a1e2a9214e8f902d639d1a014f17;I;0.365;0.27;1050.0;0.2155;0.0915;0.0475;0.063;SHORT;1.10176875
894760c7c72a4c36a4468cf8f1e50f1e;I;0.41;0.305;950.0;0.2625;0.1;0.0515;0.09;SHORT;2.06326125
fcee6ba09dda4b60857441cb34d27685;F;0.71;0.575;1750.0;1.555;0.6465;0.3705;0.52;TALL;3.389081
e376f39045c740d8beccb64f621d0f70;M;0.465;0.35;1400.0000000000002;0.5755;0.2015;0.1505;0.19;SHORT;2.43825125
60b483f2db5745b8bdc29d54e61daac8;I;0.39;0.29;1000.0;0.2845;0.1255;0.0635;0.081;SHORT;1.5761290000000001
5547143bb40747509a82e7e283daf84f;I;0.46;0.35;1200.0;0.4885;0.193;0.105;0.155;SHORT;0.94205
a84d30bda02949b5937d68049ee6c583;F;0.625;0.485;1900.0;1.1745;0.4385;0.2305;0.42;SHORT;1.3562605
dc151d98a232406ab5b6001a0d7b6112;F;0.705;0.57;1800.0;1.45;0.96;0.4195;0.43;TALL;1.7619604999999998
4064a5e90ecd407e88cee549c790a8f5;I;0.54;0.43;1700.0000000000002;0.836;0.3725;0.1815;0.24;SHORT;2.291769
f31631fd12a94f068aede1135ff4d049;F;0.66;0.535;1750.0;1.75;0.711;0.3125;0.415;TALL;2.27296875
b08d47caf26a47fc91aa2e2e15e0b16d;M;0.47;0.375;1300.0;0.5795;0.2145;0.164;0.195;SHORT;0.993792
26948db6923f4fdb9bc8c27eb3871fd3;I;0.37;0.275;1000.0;0.2295;0.0885;0.0465;0.07;SHORT;1.11648675
efa864e1675542d99bf009831c10b50f;I;0.52;0.395;1250.0;0.5805;0.2445;0.146;0.165;SHORT;1.623948
4650c94ba7554a16a3f8372b1171e3ab;F;0.6;0.475;1550.0;1.21;0.653;0.1695;0.3205;SHORT;3.1436512499999996
a0f79994b8124f5290f5fe69a66f6d5c;F;0.52;0.41;1600.0;0.712;0.2845;0.153;0.225;SHORT;2.717045
5b3edf4fcba14120be27edf9953771f3;M;0.515;0.4;1600.0;0.8175;0.2515;0.156;0.3;SHORT;2.157344
2dc1948c839f459380f722f78b2862a4;I;0.375;0.275;950.0;0.2295;0.095;0.0545;0.066;SHORT;1.88985125
40e4252ab18540d48bf1695bd42b6f57;M;0.385;0.3;1150.0;0.3435;0.1645;0.085;0.1025;SHORT;1.176675
43bf0b2941d148738cf013010c5940c3;M;0.74;0.535;1850.0;1.65;0.734;0.4505;0.335;TALL;2.82885075
aa7d5bd0be9340339628c975a4cc9439;M;0.58;0.49;1300.0;1.1335;0.586;0.2565;0.237;SHORT;1.9373767499999999
380a69113c15408f91f25c213a099b14;M;0.615;0.455;1300.0;0.9685;0.49;0.182;0.2655;SHORT;2.592496
cfd73dd494ae4d9e912f4066547650b3;F;0.595;0.47;2500.0;1.283;0.462;0.2475;0.445;SHORT;2.625025
aa0bc49a7df34913b251bc7ef754e1a7;F;0.55;0.425;1450.0;0.797;0.297;0.15;0.265;SHORT;2.29
7f5d5ed021334451a80e15745b60c264;M;0.535;0.41;1350.0;0.862;0.2855;0.1525;0.32;SHORT;2.233025
b54a2742e02a4fa8b7f7976d60d705fc;M;0.575;;1500.0;0.9785;0.4505;0.196;0.276;SHORT;1.226832
b8dc59bb7e524589bb6fa688d619358f;M;0.62;0.49;1600.0;1.035;0.44;0.2525;0.285;SHORT;2.0512687499999998
cd59f9ebd4954d9baf3bffc06c1b7e53;M;0.375;0.305;900.0;0.3245;0.1395;0.0565;0.095;SHORT;1.512769
f8a033deda3b4ae1a9ae8a0785e06e07;F;0.75;0.565;2150.0;1.938;0.7735;0.4825;0.575;TALL;3.931225
6a07333288a44268bbea87f97a004831;F;0.61;0.45;1300.0;0.8725;0.389;0.1715;0.272;SHORT;3.19706125
09f39b1e47b04a34a9c9f14d1fce8b77;I;0.435;;950.0;0.298;0.109;0.058;0.115;SHORT;2.19182
6e25f2eb41544d06bfc6ffc3df3336b2;F;0.72;0.545;1850.0;1.85;0.7925;0.401;0.468;TALL;1.761602
b932a95acddc47c78ff4a0804a0e483e;M;0.5;0.415;1650.0;0.6885;0.249;0.138;0.25;SHORT;1.038088
72e795382c23467abf31f2ad9685adb1;I;0.38;0.275;1000.0;0.2255;0.08;0.049;0.085;SHORT;0.764802
4c0b81459b394f5ea9fa86518945e0d3;M;0.29;0.225;800.0;0.1295;0.0535;0.026;0.045;SHORT;0.581352
0a0cba4ff5a647799c8a94f4a9e8b961;M;0.46;0.345;1200.0;0.4935;0.2435;0.1175;0.132;SHORT;1.8952250000000002
2a06878c16ff41559166022336e556a2;M;0.495;0.395;1200.0;0.553;0.224;0.1375;0.167;SHORT;2.055625
aac0a88a4af64e6a9f688d5d025c71ce;M;0.63;0.505;2250.0;1.525;0.56;0.3335;0.45;TALL;1.4824445
74f8339a34a544e3815aba51ed5f93bd;F;0.68;0.515;1750.0;1.85;0.5125;0.409;0.62;TALL;2.541843
3e8b8e94e8c04210865ce1ab78475a52;I;0.16;0.12;350.00000000000006;0.021;0.0075;0.0045;0.005;SHORT;0.48006075000000004
719a9a3e66c64fb7acafa180895f4988;M;0.62;0.5;1800.0;1.15;0.726;0.2795;0.332;SHORT;2.792481
357c3759ea7847dfa7cfa3bb310aec13;I;0.415;0.31;1000.0;0.2805;0.114;0.0565;0.0975;SHORT;1.25457675
68220ec5b1c3468d99236ecec3399a0c;F;0.68;0.52;1850.0;1.541;0.5985;0.395;0.4575;TALL;2.508075
857ef25e86d445db9c69ff3039140640;I;0.425;0.315;800.0;0.303;0.131;0.0585;0.095;SHORT;1.28526675
b2578b0be9714d009d52902e2a383f30;I;0.425;;1000.0;0.377;0.1645;0.072;0.105;SHORT;1.290552
a5d2a7b6348941c49a12c75fde712445;I;0.58;0.435;1500.0;0.8915;0.363;0.1925;0.2515;SHORT;3.08528125
611f6fc3d0c4475ba92e25c232c083ae;M;0.6;0.475;1500.0;1.089;0.5195;0.223;0.292;SHORT;2.598916
bd394fc26f4c43f6a5b9b7522669ac10;F;0.545;0.415;2000.0;1.358;0.567;0.318;0.403;SHORT;1.9383720000000002
2867662ebfda425f92a39bd97c42b625;I;0.555;;1250.0;0.7005;0.3395;0.1355;0.2095;SHORT;2.86680125
3ced00a2991742eaa9166b163569c97c;M;0.565;0.44;1750.0;1.122;0.393;0.2;0.375;SHORT;1.21
bbaced071e444f8599df9a5c984949a1;M;0.43;0.33;950.0;0.34;0.1315;0.085;0.112;SHORT;1.311675
54d3129bc43046d781f4d77597946d4f;M;0.615;0.47;1550.0;1.2;0.5085;0.32;0.292;SHORT;2.1522
a9de30d19e9a4546b27332770f3f1cc9;M;0.755;;2050.0;2.0065;0.8295;0.4015;0.595;TALL;3.664809
6b548a80fb284aaf93543d7ed04c5609;F;0.505;0.39;1200.0;0.5725;0.2555;0.1325;0.146;SHORT;2.6127812500000003
c0aefd2a88f7448f9af99998d616aeb3;M;0.615;0.51;1500.0;1.296;0.545;0.3315;0.32;SHORT;3.62446125
93b58acaa4f84b05b68270de0cdb78b2;M;0.615;;1500.0;0.9335;0.382;0.247;0.2615;SHORT;3.380045
9d90cde805c04d4abdb13e30fb4f3562;I;0.375;0.265;950.0;0.196;0.085;0.042;0.0585;SHORT;1.1302919999999999
f71dfe7116b44c2f8898e3fec3d3979a;F;0.69;0.54;1850.0;1.15;0.6935;0.318;0.47;TALL;3.1644959999999998
4689c25a41f54bbc845cec8ad092939e;F;0.59;0.445;1300.0;1.1325;0.3825;0.234;0.32;SHORT;2.579024
d695e70fcb76446cac585b29973c4ecc;I;0.43;0.325;1000.0;0.3645;0.1575;0.0825;0.105;SHORT;2.18403125
591b234200784ab793600cee1c5cedeb;M;0.61;0.475;1700.0000000000002;1.0265;0.435;0.2335;0.3035;SHORT;1.3290445
993be95ece3b41bd81f78666b9b1f3bb;M;0.635;0.485;1800.0;1.1795;0.4785;0.2775;0.355;SHORT;3.56003125
3b2b575e7dc74ddf9c14866968dcddc8;M;0.585;;1450.0;0.9335;0.478;0.1825;0.235;SHORT;1.2366125
3d943f00581b412dab807df8852cff1a;I;0.45;;1100.0;0.47;0.2355;0.0855;0.1135;SHORT;1.8292410000000001
8154b53da2184738897162d47cb5ebbd;M;0.625;0.52;1750.0;1.05;0.691;0.322;0.3465;SHORT;1.457368
24bf932eca6748a19ae496488b4fd0ad;M;0.59;0.5;2000.0;1.187;0.412;0.2705;0.37;SHORT;2.652681
8d913fc94b1c4a2c829ea026815e5811;I;0.35;0.26;900.0;0.1765;0.072;0.0355;0.0575;SHORT;1.75630125
96744eea5e6f4f05bb7865eb29c1e01a;F;0.585;0.465;1450.0;0.9855;0.4325;0.2145;0.2845;SHORT;1.8930307499999999
e9f29d4b6ec6452996a20af5a1a98ea3;I;0.435;0.345;1200.0;0.3215;0.13;0.056;0.1185;SHORT;0.876272
c1b0971d363d49309f72ddfedd999136;I;0.36;0.26;900.0;0.1785;0.0645;0.037;0.075;SHORT;1.445476
6d7d1e4e15c247dfa6182b52cf6abd17;I;0.32;0.255;1000.0;0.1755;0.073;0.0415;0.065;SHORT;1.60861125
593e0196db6a4a2d942192987e3e51af;I;0.595;0.43;1650.0;0.9845;0.4525;0.207;0.2725;SHORT;1.275698
effc8f46896f47d48281d78e92f313f7;M;0.615;0.5;1700.0000000000002;1.054;0.4845;0.228;0.295;SHORT;2.667936
d30a0fe3f79c407ea41fb68f9e49157b;M;0.62;;1350.0;1.0195;0.5315;0.2005;0.2475;SHORT;1.3204005
a2f3297c23b34a34ae93bcc758e3bbdd;M;0.29;0.23;750.0;0.1165;0.043;0.0255;0.04;SHORT;0.87195075
cff4a3627ca94a8d98d3ef9f106b76d0;F;0.55;0.47;1500.0;0.9205;0.381;0.2435;0.2675;SHORT;3.0464612500000006
da4873cf08a24ba4b71dff7984de10df;F;0.51;0.375;1100.0;0.5805;0.2865;0.118;0.148;SHORT;2.0956960000000002
6ebbefe948f14c51882c92e466510f1c;I;0.625;0.43;1750.0;1.411;0.572;0.297;0.395;SHORT;3.566045
910d00fee9434a4c99f6e6f5cf7f48f5;I;0.48;0.355;1250.0;0.494;0.2385;0.0835;0.15;SHORT;1.947889
60ca5dd3ed9e49be97cb200263f0ce26;M;0.265;0.2;650.0;0.084;0.034;0.0105;0.03;SHORT;0.79533075
d6553c9e5d804245b5a485918d6949ca;M;0.625;0.48;1450.0;1.085;0.4645;0.2445;0.327;SHORT;3.42390125
57e7e1f45f43435b9772adac6ea0e82c;F;0.75;0.61;2350.0;2.85;1.232;0.519;0.612;TALL;3.058083
00dc40e48f6645f7961e2a85a0ac33e0;M;0.665;0.525;1550.0;1.75;0.5325;0.3045;0.4485;SHORT;3.78860125
